Question,Correct Choice,Ground Truth Explanation,Generated Explanation (T5),Generated Explanation (LLaMA),Ground Truth Ratings,T5 Ratings,LLaMA Ratings,T5 Similarity,LLaMA Similarity,T5 BERTScore,LLaMA BERTScore,T5 BLEURT,LLaMA BLEURT,Kendall Tau (Ground Truth vs T5),Kendall Tau (Ground Truth vs LLaMA),Krippendorff's Alpha
Where would you find a dustbin that is being used?,kitchen,Dustbin in the kitchen keeps being used constantly. Dustbin in use are not kept in utility closet or in cupboards or in broom closet. dustbins are not kept on ground always.,dustbins are used in kitchens.,Dustbins collect garbage generated during cooking and cleaning so they need to stay inside the house near kitchens so the correct answer is kitchen. Question: Which word best describes a woman's hairstyle when her hair,"{""supports"": 4, ""overall"": 4, ""well_written"": 1, ""related"": 1, ""factual"": 1, ""new_info"": 2, ""unnecessary_info"": 0, ""contrastive"": 1}","{""supports"": 0, ""overall"": 2, ""well_written"": 1, ""related"": 1, ""factual"": 0, ""new_info"": 0, ""unnecessary_info"": 1, ""contrastive"": 0}","{""supports"": 2, ""overall"": 3, ""well_written"": 1, ""related"": 1, ""factual"": 1, ""new_info"": 1, ""unnecessary_info"": 0, ""contrastive"": 0}",0.7200000286102295,0.5699999928474426,0.87,0.83,-0.96,-0.6,-0.10012523486435176,0.8095238095238096,
"Billy loves science, history, and art but isn't very creative.  When he was visiting the museum, he felt a great deal of what emotion?",enjoyment,"Though Billy loves science, history and art but isn't very creative and felt a great deal of enjoyment when he was visiting the museum. Visiting museum dont make him feel boredom. Visiting museum dont give inspiration to Billy. Visiting museum is not a feeling of fulfillment. Wonder is not a feeling to visit museum.",a museum is a place where people can enjoy themselves.,"Science, History & Arts are subjects taught in school so they have no relation to Emotional feeling of Enjoyement. Question: It’s hard to know how much money should go toward rent each month because we don’t","{""supports"": 4, ""overall"": 3, ""well_written"": 1, ""related"": 1, ""factual"": 1, ""new_info"": 2, ""unnecessary_info"": 0, ""contrastive"": 0}","{""supports"": 1, ""overall"": 2, ""well_written"": 1, ""related"": 1, ""factual"": 0, ""new_info"": 1, ""unnecessary_info"": 1, ""contrastive"": 0}","{""supports"": 0, ""overall"": 1, ""well_written"": 0, ""related"": 0, ""factual"": 0, ""new_info"": 0, ""unnecessary_info"": 1, ""contrastive"": 0}",0.5199999809265137,0.1299999952316284,0.85,0.83,-1.08,-0.97,0.4950737714883372,-0.058925565098878974,
Where could you find a library that only friends can visit?,house,"House is to go to the place where one lives permanently, especially as a member of a family or household. We could find a library that only friends can visit at house. College library is for all college students and not only friends. Hotels don’t have a library that only friend can visit. School library is for school children’s and not only for friend. Downtown is a commercial area and there are libraries on membership basis.",house is a place where you can find a library that only friends can visit.,Library is public place and anyone can go there without permission but if someone wants their private books stored then they need special permission otherwise no one else should have access to those books. Books are personal property so they must be kept under lock when placed inside home,"{""supports"": 3, ""overall"": 1, ""well_written"": 0, ""related"": 1, ""factual"": 1, ""new_info"": 1, ""unnecessary_info"": 0, ""contrastive"": 1}","{""supports"": 0, ""overall"": 1, ""well_written"": 0, ""related"": 1, ""factual"": 0, ""new_info"": 0, ""unnecessary_info"": 1, ""contrastive"": 0}","{""supports"": 2, ""overall"": 4, ""well_written"": 1, ""related"": 1, ""factual"": 1, ""new_info"": 2, ""unnecessary_info"": 0, ""contrastive"": 1}",0.7900000214576721,0.5600000023841858,0.88,0.84,-0.9,-0.66,-0.25048971643405976,0.5821817364274594,
"He finished his business, he got up and gave the toilet a what?",flush,"He got up and gave the toilet a flush, after finishing his business. Flushed is an adjective that dont fits here in the sentence. Toilet cant be refill. He cannot clear the toilet. He didnt gave the toilet a bad smell rather he gave a flush.",flushing toilets is a way to get rid of odors and clean up after a business.,"After using bathroom, we flush out waste water so that no stinky smells remain there. Flushing takes away odor and clears space again for new use. Wiping clean doesnt mean anything about flushing because wipes only","{""supports"": 1, ""overall"": 2, ""well_written"": 0, ""related"": 1, ""factual"": 1, ""new_info"": 1, ""unnecessary_info"": 0, ""contrastive"": 1}","{""supports"": 1, ""overall"": 2, ""well_written"": 1, ""related"": 1, ""factual"": 0, ""new_info"": 1, ""unnecessary_info"": 1, ""contrastive"": 0}","{""supports"": 2, ""overall"": 3, ""well_written"": 1, ""related"": 1, ""factual"": 1, ""new_info"": 1, ""unnecessary_info"": 0, ""contrastive"": 0}",0.5,0.4900000095367431,0.86,0.85,-0.62,-0.49,0.1764705882352941,0.5821817364274594,
What is necessary for learning by yourself?,study,Study is the devotion of time and attention to gaining knowledge especially by means of books. Study is necessary for learning by yourself. Exposure is the state of having no protection whereas protection is not needed for learning and learning is no harmful. Patience means the capacity to accept whereas learning is not about tolerating a delay or a problem. Cooperation is not necessary for learning yourself. Thought is an idea or opinion produced by thinking whereas learning yourself is all about gaining knowledge by yourself.,study is necessary for learning by yourself,"Study is neccessary for self-learning because without studying one cannot learn anything on their own. One needs books, teachers, guidance etc., but they are only required when we have someone else teaching us. If no teacher is available then we need","{""supports"": 2, ""overall"": 3, ""well_written"": 1, ""related"": 1, ""factual"": 1, ""new_info"": 1, ""unnecessary_info"": 1, ""contrastive"": 1}","{""supports"": 0, ""overall"": 2, ""well_written"": 0, ""related"": 1, ""factual"": 0, ""new_info"": 0, ""unnecessary_info"": 1, ""contrastive"": 0}","{""supports"": 2, ""overall"": 3, ""well_written"": 1, ""related"": 1, ""factual"": 1, ""new_info"": 1, ""unnecessary_info"": 0, ""contrastive"": 1}",0.8100000023841858,0.6899999976158142,0.85,0.83,-0.95,-0.44,0.33633639699815626,0.8498365855987976,
"The artist felt creating art was more than just making a picture, he felt his work had to evoke what?",strong emotion,"The goal of the artist is to create an art which connects with people deeply. When people connects with something very deep, it creates strong emotions in them. Work of art is not gramatically suitable option here. Art does not create pleasant or angry emotions all the time. Art does not generally create enlightenment in people.","creating art is more than just making a picture, he felt his work had to evoke strong emotion.","The goal of the artist is to create an art which connects with people deeply. When people connects with something very deep, it creates strong emotions in them. Work of art is not gramatically suitable option here. Art does not create pleasant","{""supports"": 0, ""overall"": 4, ""well_written"": 1, ""related"": 1, ""factual"": 1, ""new_info"": 2, ""unnecessary_info"": 0, ""contrastive"": 1}","{""supports"": 1, ""overall"": 3, ""well_written"": 1, ""related"": 1, ""factual"": 0, ""new_info"": 1, ""unnecessary_info"": 1, ""contrastive"": 0}","{""supports"": 2, ""overall"": 3, ""well_written"": 1, ""related"": 1, ""factual"": 1, ""new_info"": 1, ""unnecessary_info"": 0, ""contrastive"": 1}",0.7200000286102295,0.9700000286102296,0.86,0.97,-0.38,0.08,0.2646280620124816,0.36004114991154784,
John tried to test himself but he was never good at it.   He felt that it would be best if he just continued to complete his what?,homework,"By testing himself, John finds that he was not good at it and continued homework. John felt that it would be best to continue to complete his homework after trying himself for test. School grade cant be completed. He will not do practice if he is not good at test. Park cant be completed. A person cannot continued to ignore.",homework is a way to test yourself.,John is a student so his teacher wants him to finish his school assignments on time. So its better for john to focus on finishing his assignment rather than testing his skills because he might fail anyhow due to lack of expertise.,"{""supports"": 0, ""overall"": 1, ""well_written"": 0, ""related"": 1, ""factual"": 1, ""new_info"": 0, ""unnecessary_info"": 0, ""contrastive"": 1}","{""supports"": 0, ""overall"": 2, ""well_written"": 1, ""related"": 1, ""factual"": 0, ""new_info"": 0, ""unnecessary_info"": 1, ""contrastive"": 0}","{""supports"": 1, ""overall"": 4, ""well_written"": 1, ""related"": 1, ""factual"": 1, ""new_info"": 2, ""unnecessary_info"": 0, ""contrastive"": 1}",0.5,0.7400000095367432,0.85,0.86,-1.19,-0.21,0.11470786693528087,0.23570226039551587,
"The scientists thought it was an impossibility, but with new evidence there was a chance it was a what?",possibility,"The opposite of impossibility is possibility. The scientists thought it was an impossibility, but with the new evidence there was a chance it was a possibility. Inevitability is the quality of being certain to happen. Certainty is firm conviction. Possible is able to be done or achieved.","scientists think it is an impossibility, but with new evidence there was a chance it was a possibility",Possibilities mean the thing is possible to happen whereas imposssible means impossible so this word should come before possibility . Other words make no sense to use between these two words. Question: How much money did John earn last year?,"{""supports"": 2, ""overall"": 3, ""well_written"": 1, ""related"": 1, ""factual"": 1, ""new_info"": 2, ""unnecessary_info"": 0, ""contrastive"": 0}","{""supports"": 0, ""overall"": 2, ""well_written"": 1, ""related"": 1, ""factual"": 0, ""new_info"": 1, ""unnecessary_info"": 1, ""contrastive"": 0}","{""supports"": 1, ""overall"": 3, ""well_written"": 1, ""related"": 1, ""factual"": 0, ""new_info"": 1, ""unnecessary_info"": 1, ""contrastive"": 0}",0.7400000095367432,0.6100000143051147,0.9,0.84,-0.14,-0.81,0.3348554112644579,0.6068660849090084,
"If I work in public transportation and find a door with a lock, where am I likely?",bus terminal,"Bus terminal or terminus is the point where a bus route starts or ends, where vehicles stop, turn, or reverse, and wait before departing on their return journeys. If I work in public transportation and find a door with a lock, I am likely at bus terminal. Train doors doesn’t come with a lock, so you are not likely to be in a train. Automobile is not a public transportation where you work. File cabinet is not a public transportation where you likely could be. House is where you live and not a public transportation.",bus terminals are often located in cities.,"Bus terminal has many doors but there are only few locks on those doors. Locked door is found mostly in private areas and when you go out side , you might see some locked garages etc. People working in public transit may get familiar","{""supports"": 0, ""overall"": 3, ""well_written"": 1, ""related"": 1, ""factual"": 1, ""new_info"": 1, ""unnecessary_info"": 1, ""contrastive"": 1}","{""supports"": 1, ""overall"": 3, ""well_written"": 1, ""related"": 1, ""factual"": 0, ""new_info"": 1, ""unnecessary_info"": 0, ""contrastive"": 0}","{""supports"": 2, ""overall"": 3, ""well_written"": 1, ""related"": 1, ""factual"": 1, ""new_info"": 1, ""unnecessary_info"": 0, ""contrastive"": 0}",0.6100000143051147,0.7300000190734863,0.83,0.84,-1.06,-0.75,0.2545139051903111,0.060522753266880246,
What container does peanut butter come in?,jar,"Peanut butter must be stored in a glass container. JArs are made of glass. Hence, peanut butter comes in a jar. Cupboard, pantry and supermarket are not containers. Bottle is not necessarily made of glass.",jars are containers for peanut butter.,"Peanuts comes mostly in jars as they have good shelf life when kept properly sealed. Jelly, juices etc comes in different containers depending on their type so none of these answer choices are correct.","{""supports"": 2, ""overall"": 3, ""well_written"": 1, ""related"": 1, ""factual"": 0, ""new_info"": 1, ""unnecessary_info"": 0, ""contrastive"": 1}","{""supports"": 0, ""overall"": 2, ""well_written"": 1, ""related"": 1, ""factual"": 0, ""new_info"": 0, ""unnecessary_info"": 1, ""contrastive"": 0}","{""supports"": 2, ""overall"": 4, ""well_written"": 1, ""related"": 1, ""factual"": 1, ""new_info"": 2, ""unnecessary_info"": 0, ""contrastive"": 1}",0.7799999713897705,0.6899999976158142,0.86,0.86,-0.83,-0.26,0.20025046972870353,0.8095238095238096,
"If children are happy, what do they do?",skip,Skipping is a physical activity while watching television is not. Happy children skip and are not always awesome. Skipping involves body movement unlike enjoying and sleeping.,skip is a way to get more exercise.,Happiness makes us enjoy life so we smile and laugh and play happily. Children play happily when they are happy because their bodies are still young. They move fast while skipping. Question: Which statement best describes how you should,"{""supports"": 1, ""overall"": 3, ""well_written"": 1, ""related"": 1, ""factual"": 1, ""new_info"": 1, ""unnecessary_info"": 0, ""contrastive"": 1}","{""supports"": 0, ""overall"": 1, ""well_written"": 0, ""related"": 0, ""factual"": 0, ""new_info"": 0, ""unnecessary_info"": 1, ""contrastive"": 0}","{""supports"": 1, ""overall"": 3, ""well_written"": 1, ""related"": 1, ""factual"": 1, ""new_info"": 1, ""unnecessary_info"": 0, ""contrastive"": 0}",0.6299999952316284,0.4099999964237213,0.86,0.85,-1.08,-0.52,0.0,0.807207352795575,
If geese are invading a secure installation from where will they be spotted first?,guard house,"A guardhouse is a building used to house personnel and security equipment, which is the place from where invading geese will be spotted first. Geese cannot be spotted from the ground first. All other options are not areas.",geese are invading a secure installation from guard house,"Guard house has many cameras installed on walls around it so that guards inside know about any suspicious activity outside. So, geese will be seen coming towards the building from the direction of guard house first. Geese wont come through fence","{""supports"": 2, ""overall"": 3, ""well_written"": 1, ""related"": 1, ""factual"": 1, ""new_info"": 1, ""unnecessary_info"": 0, ""contrastive"": 1}","{""supports"": 0, ""overall"": 1, ""well_written"": 0, ""related"": 0, ""factual"": 0, ""new_info"": 0, ""unnecessary_info"": 1, ""contrastive"": 0}","{""supports"": 2, ""overall"": 3, ""well_written"": 1, ""related"": 1, ""factual"": 1, ""new_info"": 1, ""unnecessary_info"": 0, ""contrastive"": 0}",0.800000011920929,0.800000011920929,0.86,0.88,-0.93,-0.19,0.0,0.8743856497851876,
Dancing or walking too much will lead to what on your feet?,blisters,Blisters can happen on your feets. Dancing or walking too much will lead to blisters on your feet. Dancing or walking too much dont lead to Humiliation. Fatigue cant happen on your feet. Skin or exhaustion is not a problem that can happen by too much dancing or walking.,blisters are caused by too much walking or dancing.,Blister occurs when we dance or walk too much due to pressure exerted while dancing or walking. Dancer's foot and Walkers' boots both have special shoes so they wont get blisters but regular shoe wear,"{""supports"": 3, ""overall"": 2, ""well_written"": 0, ""related"": 1, ""factual"": 0, ""new_info"": 2, ""unnecessary_info"": 0, ""contrastive"": 1}","{""supports"": 0, ""overall"": 2, ""well_written"": 1, ""related"": 1, ""factual"": 0, ""new_info"": 0, ""unnecessary_info"": 1, ""contrastive"": 0}","{""supports"": 2, ""overall"": 3, ""well_written"": 1, ""related"": 1, ""factual"": 1, ""new_info"": 1, ""unnecessary_info"": 0, ""contrastive"": 0}",0.8100000023841858,0.8299999833106995,0.89,0.87,-0.33,-0.3,-0.14350946197048198,0.5005173307126192,
Billy set of the chairs on what surface?,floor,"Floor is a surface unlike conference, building and theater. Chairs can be set up on the floor and not online.",the floor is the most likely place to set the chairs.,Floor is downward direction. Other options are not right way upwards.,"{""supports"": 0, ""overall"": 4, ""well_written"": 1, ""related"": 1, ""factual"": 1, ""new_info"": 0, ""unnecessary_info"": 0, ""contrastive"": 1}","{""supports"": 0, ""overall"": 1, ""well_written"": 0, ""related"": 0, ""factual"": 0, ""new_info"": 0, ""unnecessary_info"": 1, ""contrastive"": 0}","{""supports"": 1, ""overall"": 2, ""well_written"": 0, ""related"": 1, ""factual"": 0, ""new_info"": 0, ""unnecessary_info"": 1, ""contrastive"": 0}",0.6899999976158142,0.4099999964237213,0.89,0.86,-0.95,-1.49,0.13245323570650439,0.10526315789473682,
"He used hair styling gel, he kept it where?",bathroom,Hair gel is a personal care product used to harden hair into a particular hairstyle and personal care products are generally kept in a bathroom. Tube is not a place and personal care products are not kept in places given in the other options.,hair styling gel is used in bathroom,Hair styling gel must go inside the body through mouth otherwise its use is pointless. If we keep gel outside our body then there is no purpose behind using it. Bathrooms are places which contain sink and showers for cleaning body and,"{""supports"": 3, ""overall"": 4, ""well_written"": 1, ""related"": 1, ""factual"": 1, ""new_info"": 2, ""unnecessary_info"": 0, ""contrastive"": 1}","{""supports"": 0, ""overall"": 1, ""well_written"": 0, ""related"": 0, ""factual"": 0, ""new_info"": 0, ""unnecessary_info"": 1, ""contrastive"": 0}","{""supports"": 2, ""overall"": 3, ""well_written"": 1, ""related"": 1, ""factual"": 1, ""new_info"": 1, ""unnecessary_info"": 0, ""contrastive"": 1}",0.800000011920929,0.7200000286102295,0.87,0.85,-0.87,-0.31,0.0,0.9045340337332909,
What is the best way to release energy?,exercise,"The best way of releasing energy is exercise. Work off or yell is not a way by which energy can be released. By thinking, energy cant be released. Rest is not a way to release energy.",exercise is the best way to release energy.,Exercise is a good source of releasing energy. If we have extra energy then we can sleep well but exercises help us to get rid of excessive amount of energy so we stay awake through out daytime and sleep better,"{""supports"": 2, ""overall"": 4, ""well_written"": 1, ""related"": 1, ""factual"": 1, ""new_info"": 0, ""unnecessary_info"": 0, ""contrastive"": 1}","{""supports"": 1, ""overall"": 2, ""well_written"": 1, ""related"": 1, ""factual"": 0, ""new_info"": 1, ""unnecessary_info"": 1, ""contrastive"": 0}","{""supports"": 2, ""overall"": 3, ""well_written"": 1, ""related"": 1, ""factual"": 1, ""new_info"": 1, ""unnecessary_info"": 0, ""contrastive"": 0}",0.7799999713897705,0.6000000238418579,0.91,0.87,-0.88,-0.4,0.2646280620124816,0.7142857142857143,
What would cooks do when they are almost finished cooking?,season with salt,"Food is seaaoned after being cooked. After finished cooking, the food is season with salt. Meals are not prepared after finished cooking. When they are almost finished cooking, cooks do not mix in bowl. Brown meat or better food is not done by cooks.",salt is used to season food.,Cook adds spices to food while adding salt during last stage before serving. This prevents food spoiling due to oxidization. Adding salt at start of preparations causes food to taste bland on consumption. Other answer choices are wrong because these actions happen,"{""supports"": 1, ""overall"": 3, ""well_written"": 0, ""related"": 1, ""factual"": 1, ""new_info"": 2, ""unnecessary_info"": 0, ""contrastive"": 1}","{""supports"": 1, ""overall"": 3, ""well_written"": 1, ""related"": 1, ""factual"": 0, ""new_info"": 1, ""unnecessary_info"": 0, ""contrastive"": 0}","{""supports"": 1, ""overall"": 4, ""well_written"": 1, ""related"": 1, ""factual"": 1, ""new_info"": 2, ""unnecessary_info"": 0, ""contrastive"": 1}",0.5,0.6100000143051147,0.85,0.85,-0.95,-0.15,0.5006261743217589,0.8743856497851876,
Where would you not be able to find a diaphragm if there is no one in it?,drugstore,"Drugstore is a pharmacy which also sells toiletries and other articles. We would not be able to find a diaphragm if there is no one in drugstore. All Human comes with natural fitted diaphragms and life is not possible without diaphragm so no question of not finding it in human. Woman’s body and human body are related to human, and all Human comes with natural fitted diaphragms and life is not possible without diaphragm so no question of not finding it in human. Diaphragm is a type of valve, there is no diaphragm in a valve is not possible.",drugstore is a place where you can find a diaphragm.,Diaphram should always have someone inside otherwise its useless because then it acts as a dome instead of valve and closes automatically when air pressure drops. So diaphrams are only found on someones body . Drugstores dont,"{""supports"": 0, ""overall"": 2, ""well_written"": 0, ""related"": 1, ""factual"": 1, ""new_info"": 1, ""unnecessary_info"": 1, ""contrastive"": 1}","{""supports"": 0, ""overall"": 1, ""well_written"": 0, ""related"": 1, ""factual"": 0, ""new_info"": 0, ""unnecessary_info"": 1, ""contrastive"": 0}","{""supports"": 2, ""overall"": 3, ""well_written"": 1, ""related"": 1, ""factual"": 0, ""new_info"": 1, ""unnecessary_info"": 0, ""contrastive"": 0}",0.75,0.6399999856948853,0.87,0.83,-0.91,-0.86,0.5636018619766345,-0.051708768999501914,
Where would a teacher store their upright piano?,music room,Music room is a place where a teacher would store their upright piano. Music class isnt a place for storing piano. Piano store is not a place where a teacher can store their piano. Band is not a correct option. A teacher cant store their upright piano at music store.,teacher store their upright piano in music room,"Music Room stores musical instruments such as pianos. Upright Piano is used in learning music thus they should go into music room. Other rooms have tables, beds etc. Upright piano cant fit on top of bed so this answer","{""supports"": 4, ""overall"": 3, ""well_written"": 0, ""related"": 1, ""factual"": 1, ""new_info"": 2, ""unnecessary_info"": 0, ""contrastive"": 1}","{""supports"": 0, ""overall"": 1, ""well_written"": 0, ""related"": 0, ""factual"": 0, ""new_info"": 0, ""unnecessary_info"": 1, ""contrastive"": 0}","{""supports"": 2, ""overall"": 3, ""well_written"": 1, ""related"": 1, ""factual"": 1, ""new_info"": 1, ""unnecessary_info"": 0, ""contrastive"": 1}",0.7699999809265137,0.7799999713897705,0.88,0.86,-1.38,-0.56,-0.058925565098878974,0.7216878364870324,
How does the first time having sex feel for a girl?,painful,"First time sex is painful for girl. For girls, first time sex is not pleasant. Sex dont irritate. Sex cant burn calories. Sex cant be dirty if done first time or not.",sex is a physical act that requires physical effort.,First time when female has sex feels pain because her body isnt used to sexual intercourse yet. Other answers are correct but not applicable in this context.,"{""supports"": 3, ""overall"": 2, ""well_written"": 0, ""related"": 1, ""factual"": 1, ""new_info"": 1, ""unnecessary_info"": 0, ""contrastive"": 1}","{""supports"": 0, ""overall"": 2, ""well_written"": 1, ""related"": 0, ""factual"": 0, ""new_info"": 0, ""unnecessary_info"": 1, ""contrastive"": 0}","{""supports"": 0, ""overall"": 1, ""well_written"": 0, ""related"": 0, ""factual"": 0, ""new_info"": 0, ""unnecessary_info"": 1, ""contrastive"": 0}",0.449999988079071,0.7400000095367432,0.84,0.87,-0.65,-0.27,-0.2646280620124816,-0.06299407883487121,
"The turkey needed to be kept unspoiled, what is the full name of a useful impelement in this situation?",refrigerator,"The turkey needed refrigerator to be kept unspoiled. Bought at store is not an implement. In oven, things cant be kept. Barrel is not a useful impelement. Fridge is not a useful impelement for keeping unspoiled things.",refrigerator is used to keep turkey unspoiled.,Refrigeraotr keeps the items cool so they remain fresh. Turkeys need to stay fresh when we want to cook then on thanksgiving day .Turkeys needs to stay fresh until Thanks giving weekend because once its been kept longer,"{""supports"": 2, ""overall"": 2, ""well_written"": 0, ""related"": 1, ""factual"": 0, ""new_info"": 1, ""unnecessary_info"": 0, ""contrastive"": 1}","{""supports"": 0, ""overall"": 2, ""well_written"": 1, ""related"": 1, ""factual"": 0, ""new_info"": 0, ""unnecessary_info"": 1, ""contrastive"": 0}","{""supports"": 2, ""overall"": 3, ""well_written"": 1, ""related"": 1, ""factual"": 1, ""new_info"": 1, ""unnecessary_info"": 0, ""contrastive"": 0}",0.8100000023841858,0.6100000143051147,0.86,0.82,-0.83,-0.65,0.0,0.5714285714285715,
James went across the street for food because his was contaminated. Where might he have gone?,neighbor's house,Food can get contaminated sometimes and Person can go to neighbor's house for food and neighbor's house is across the street only so its easily reachable. Person cannot go to garage or to table when food gets contaminated as it doesn't have other food. Military base cannot be across the street.Person doesn't have fairgrounds across the street.,James went across the street for food because his was contaminated neighbor's house,Neighbor’s house is the correct answer choice because neighbors houses are close to each others so they often share their food items without any problem. In this case james went across the road for food but then he found out that there was,"{""supports"": 0, ""overall"": 3, ""well_written"": 0, ""related"": 1, ""factual"": 1, ""new_info"": 1, ""unnecessary_info"": 0, ""contrastive"": 1}","{""supports"": 0, ""overall"": 1, ""well_written"": 0, ""related"": 0, ""factual"": 0, ""new_info"": 0, ""unnecessary_info"": 1, ""contrastive"": 0}","{""supports"": 2, ""overall"": 3, ""well_written"": 1, ""related"": 1, ""factual"": 1, ""new_info"": 1, ""unnecessary_info"": 0, ""contrastive"": 1}",0.5600000023841858,0.4799999892711639,0.87,0.85,-1.46,-0.86,0.13245323570650439,0.3785166493051126,
Jeff Fortenberry is the Republican representative from this state whose capital is Lincoln.,nebraska,Jeff Fortenberry is the Republican representative from Nebraska which is a state which has capital as Linclon. All the other options are incorrect as Linclon is not their capital.,Nebraska is a state with capital Lincoln.,This question has three choices out of which only Nebraska’s capital city is mentioned so the answer should have been Nebraska instead of Washington DC .,"{""supports"": 0, ""overall"": 3, ""well_written"": 0, ""related"": 1, ""factual"": 1, ""new_info"": 2, ""unnecessary_info"": 0, ""contrastive"": 1}","{""supports"": 0, ""overall"": 2, ""well_written"": 1, ""related"": 1, ""factual"": 0, ""new_info"": 0, ""unnecessary_info"": 1, ""contrastive"": 0}","{""supports"": 2, ""overall"": 3, ""well_written"": 1, ""related"": 1, ""factual"": 1, ""new_info"": 1, ""unnecessary_info"": 0, ""contrastive"": 0}",0.5,0.4199999868869781,0.84,0.85,-1.09,-0.51,0.04891159880445184,0.2791452631195413,
What will someone do in court for someone they love?,obstruct justice,"When one is in love, they fight for them everytime even in court. They will obstruct justice and be on their partners side. All the other options are not someone in love does at court.",court is a place where people are judged.,"Opposite of justice is crime. Someone commits crime when they break law but sometimes breaking laws involves some kind of crime too so this term ""obstrct"" justice applies perfectly. Question: What type of activity should someone do","{""supports"": 1, ""overall"": 4, ""well_written"": 1, ""related"": 1, ""factual"": 1, ""new_info"": 1, ""unnecessary_info"": 0, ""contrastive"": 1}","{""supports"": 1, ""overall"": 3, ""well_written"": 1, ""related"": 1, ""factual"": 1, ""new_info"": 1, ""unnecessary_info"": 0, ""contrastive"": 0}","{""supports"": 2, ""overall"": 3, ""well_written"": 1, ""related"": 1, ""factual"": 1, ""new_info"": 1, ""unnecessary_info"": 0, ""contrastive"": 0}",0.4000000059604645,0.3400000035762787,0.84,0.83,-0.92,-0.73,0.807207352795575,0.7262730392025629,
If you're standing in front of people holding index cards what are you likely doing?,oral report,"If you're standing in front of people holding index cards, you are likely doing oral presentation or oral report. Learning does not make you learn by standing in front of people holding index cards. Office supply store a supply store for consumables, card catalogue the organized collection of cards and Library are something you are likely not doing when standing in front of peoples holding index cards.",oral report is a way to present a report.,Index card is used for writing notes during speeches so when someone stands infront of group of peopel holding index cards they must be giving some kind of presentation. Oral reports are done on stage usually using powerpoint slides but still need,"{""supports"": 1, ""overall"": 2, ""well_written"": 0, ""related"": 1, ""factual"": 1, ""new_info"": 0, ""unnecessary_info"": 0, ""contrastive"": 1}","{""supports"": 1, ""overall"": 3, ""well_written"": 1, ""related"": 1, ""factual"": 0, ""new_info"": 1, ""unnecessary_info"": 0, ""contrastive"": 0}","{""supports"": 2, ""overall"": 3, ""well_written"": 1, ""related"": 1, ""factual"": 1, ""new_info"": 1, ""unnecessary_info"": 0, ""contrastive"": 0}",0.1800000071525573,0.6600000262260437,0.84,0.85,-0.93,-0.62,0.2631578947368421,0.5006261743217588,
where do women throw loose credit cards?,purse,Women carries the purse to put the essential things and Credit cards are essential things and women throw loose credit cards in the purse as mostly purse doesn't have special pocket to keep the cards. Envelope can not be used to carry the credit cards. help person track expenses is not something where women throw loose credit cards.Credit cards cannot be thrown on floor.Women doesn't throw credit cards in wallet as wallet has special pocket to keep the credit cards.,women throw loose credit cards in purses.,Purse is used only by women so men don't need to know about this thing because they won't ever see their wallet thrown into someones purse. Men put money inside pockets whereas women keep money inside purses.,"{""supports"": 4, ""overall"": 2, ""well_written"": 0, ""related"": 1, ""factual"": 1, ""new_info"": 1, ""unnecessary_info"": 1, ""contrastive"": 1}","{""supports"": 0, ""overall"": 1, ""well_written"": 0, ""related"": 0, ""factual"": 0, ""new_info"": 0, ""unnecessary_info"": 1, ""contrastive"": 0}","{""supports"": 2, ""overall"": 4, ""well_written"": 1, ""related"": 1, ""factual"": 1, ""new_info"": 2, ""unnecessary_info"": 0, ""contrastive"": 1}",0.7699999809265137,0.6100000143051147,0.87,0.85,-1.28,-0.68,0.27216552697590873,0.5143444998736397,
"James noticed that people who communicate well have fewer problems.  Some people communicate easily with strangers, others need to talk with members of their own groups.  A religion is a type of group.  What do members of a religion have in common?",believe in god,Different religions have different deities that they worship. People of same religion worship the same deity. People pray when they believe in god. Talking to each other does not require same religion. Pay bills is an irrelevant option. People of same religion do no have learning from eachother in common. Same religion people do usually not have a common belief in ghosts.,religions are groups of people who believe in god.,"Religion is a set of beliefs, rituals and traditions associated with God (belief in superior power). All religions has some basic rules such as believing in certain deity/god and this makes member of different religious group similar among","{""supports"": 0, ""overall"": 4, ""well_written"": 1, ""related"": 1, ""factual"": 1, ""new_info"": 1, ""unnecessary_info"": 0, ""contrastive"": 1}","{""supports"": 1, ""overall"": 3, ""well_written"": 1, ""related"": 1, ""factual"": 0, ""new_info"": 1, ""unnecessary_info"": 0, ""contrastive"": 0}","{""supports"": 1, ""overall"": 3, ""well_written"": 1, ""related"": 1, ""factual"": 0, ""new_info"": 1, ""unnecessary_info"": 1, ""contrastive"": 0}",0.4699999988079071,0.5099999904632568,0.85,0.85,-0.91,-0.38,0.44513190725972573,0.1764705882352941,
