Question,Correct Choice,Ground Truth Explanation,Generated Explanation (T5),Generated Explanation (LLaMA),Ground Truth Ratings,T5 Ratings,T5 Human Ratings,LLaMA Ratings,LLaMA Human Ratings,T5 Similarity,LLaMA Similarity,T5 BERTScore,LLaMA BERTScore,T5 BLEURT,LLaMA BLEURT,Kendall Tau (Ground Truth vs T5),Kendall Tau (Ground Truth vs LLaMA),Kendall Tau (Ground Truth vs T5 Human),Kendall Tau (Ground Truth vs LLaMA Human),Krippendorff's Alpha
"God rested after building a lot of stuff, so what did he build?",everything,God is considered to have built the entire universe so god built everything. Compassion and imagination cannot be built and the other options are not a lot of stuff.,"God rested after building a lot of stuff, so what did he build everything","Creator created everything, then took his creations for granted. That implies creation was built by god. God didn’t create anything new at all. So the answer must be “everything”.","{'supports': 1, 'overall': 4, 'well_written': 1, 'related': 1, 'factual': 1, 'new_info': 2, 'unnecessary_info': 0, 'contrastive': 1}","{'supports': 0, 'overall': 1, 'well_written': 0, 'related': 0, 'factual': 0, 'new_info': 0, 'unnecessary_info': 1, 'contrastive': 0}","{'supports': 1, 'overall': 1, 'well_written': 0, 'related': 2, 'factual': 1, 'new_info': 0, 'unnecessary_info': 0, 'contrastive': 0}","{'supports': 2, 'overall': 3, 'well_written': 1, 'related': 1, 'factual': 1, 'new_info': 1, 'unnecessary_info': 0, 'contrastive': 1}","{'supports': 0, 'overall': 0, 'well_written': 1, 'related': 0, 'factual': 0, 'new_info': 0, 'unnecessary_info': 0, 'contrastive': 0}",0.55,0.51,0.86,0.88,-0.93,0.13,0,0.666666666666667,0.162221421130763,-0.0890870806374748,
Why do people socialize when they first get a new job?,meet new people,"People meets new people at new job. When they first get a new job, people socialize because they meet new people. People dont socialize for a small talk. At job, a person might not make friends. People might not get a raise by socialising at a new job. A job is not a place where people gets socialize to talk to people.",socializing when they first get a new job is a way to meet new people.,"As soon as we start working somewhere, we try to make friends with our colleagues for various reasons like making life easier at workplace, having someone to talk about problems related to your job etc. These days, most companies also organise events where","{'supports': 0, 'overall': 2, 'well_written': 0, 'related': 1, 'factual': 1, 'new_info': 2, 'unnecessary_info': 0, 'contrastive': 1}","{'supports': 1, 'overall': 3, 'well_written': 1, 'related': 1, 'factual': 0, 'new_info': 1, 'unnecessary_info': 0, 'contrastive': 0}","{'supports': 2, 'overall': 2, 'well_written': 2, 'related': 2, 'factual': 2, 'new_info': 1, 'unnecessary_info': 0, 'contrastive': 0}","{'supports': 1, 'overall': 3, 'well_written': 1, 'related': 1, 'factual': 0, 'new_info': 1, 'unnecessary_info': 0, 'contrastive': 0}","{'supports': 1, 'overall': 3, 'well_written': 1, 'related': 3, 'factual': 3, 'new_info': 3, 'unnecessary_info': 1, 'contrastive': 0}",0.82,0.64,0.9,0.86,-0.68,-0.35,0.300375704593055,0.300375704593055,0,0.550688791753935,
Why does a bodybuilder eat so much?,gain weight,Body builder needs to gain muscle in bulking phase soGainig muscle requires to eat more calories and result in gaining weight. Eating so much doesn't give you pleasant conversation.Body builder cannot store food in his body for winter. eating so much is not required to satisfy the hunger.Person doesn't eat lot of food for sounds of digestion,bodybuilders eat a lot to gain weight.,"Bodybuilders must consume more calories than they burn each day for muscle growth. As such, they often gain weight while training. In order to lose fat from their bodies without losing lean tissue mass, these individuals should reduce the amount of","{'supports': 4, 'overall': 3, 'well_written': 0, 'related': 1, 'factual': 1, 'new_info': 2, 'unnecessary_info': 0, 'contrastive': 1}","{'supports': 0, 'overall': 2, 'well_written': 1, 'related': 0, 'factual': 0, 'new_info': 0, 'unnecessary_info': 1, 'contrastive': 0}","{'supports': 1, 'overall': 1, 'well_written': 2, 'related': 1, 'factual': 0, 'new_info': 0, 'unnecessary_info': 0, 'contrastive': 0}","{'supports': 1, 'overall': 4, 'well_written': 1, 'related': 1, 'factual': 1, 'new_info': 2, 'unnecessary_info': 0, 'contrastive': 0}","{'supports': 3, 'overall': 2, 'well_written': 1, 'related': 4, 'factual': 2, 'new_info': 1, 'unnecessary_info': 0, 'contrastive': 0}",0.71,0.64,0.88,0.86,-1.2,-0.33,-0.247536885744169,0.534522483824849,0.0936585811581694,0.449073119510249,
"He kept throwing the stick away, but thanks to the dog the stick would always what?",come back,"Dogs generally play a game of fetch and when one throws something away, dogs come back with it, So thanks to the dog the stick always comes back. Come here comes under come back and the stick will be present even if there was no dog. The stick won't be what the other options say after throwing it away.",dogs are able to return sticks.,Throw means send something far from where you stand. If throw returns then it will return nearer to your place than before. So if a stick keeps returning towards his hand then surely he must keep sending them away. But since they were coming back,"{'supports': 3, 'overall': 3, 'well_written': 0, 'related': 1, 'factual': 1, 'new_info': 1, 'unnecessary_info': 0, 'contrastive': 1}","{'supports': 0, 'overall': 1, 'well_written': 0, 'related': 0, 'factual': 0, 'new_info': 0, 'unnecessary_info': 1, 'contrastive': 0}","{'supports': 4, 'overall': 2, 'well_written': 2, 'related': 2, 'factual': 1, 'new_info': 2, 'unnecessary_info': 1, 'contrastive': 1}","{'supports': 2, 'overall': 3, 'well_written': 1, 'related': 1, 'factual': 1, 'new_info': 1, 'unnecessary_info': 0, 'contrastive': 1}","{'supports': 0, 'overall': 1, 'well_written': 1, 'related': 0, 'factual': 2, 'new_info': 2, 'unnecessary_info': 4, 'contrastive': 4}",0.78,0.63,0.85,0.85,-1.43,-0.88,0,0.843274042711568,0.461690258438319,-0.410791918128875,
"He was on tilt and losing hand after hand, the playing cards were causing him great what?",anger,"When one loses a game after a game, they get irritated and hence get angry as they lose. All the other options are not what is caused when one loses hand after hand in a card game hence are incorrect.",anger is a feeling of anger.,If someone loses too many hands in poker then they get angry about their bad luck. They start yelling at people around them if they keep losing more than 3-4 hands consecutively. Tilt refers to getting emotionally,"{'supports': 1, 'overall': 4, 'well_written': 1, 'related': 1, 'factual': 1, 'new_info': 2, 'unnecessary_info': 0, 'contrastive': 1}","{'supports': 1, 'overall': 2, 'well_written': 0, 'related': 1, 'factual': 0, 'new_info': 0, 'unnecessary_info': 1, 'contrastive': 0}","{'supports': 0, 'overall': 1, 'well_written': 2, 'related': 1, 'factual': 1, 'new_info': 2, 'unnecessary_info': 1, 'contrastive': 1}","{'supports': 1, 'overall': 3, 'well_written': 1, 'related': 1, 'factual': 1, 'new_info': 1, 'unnecessary_info': 0, 'contrastive': 0}","{'supports': 2, 'overall': 2, 'well_written': 1, 'related': 2, 'factual': 1, 'new_info': 2, 'unnecessary_info': 1, 'contrastive': 1}",0.36,0.55,0.86,0.88,-1.11,-0.16,0.0540738070435875,0.743160535617538,0.228664780190012,0.58925565098879,
On what would you use a knob to change settings?,control panel,Control panel is a metal box which contains important electrical devices that control and monitor a mechanical process electrically. We would use a knob on control panel to change settings. Opening doors has a knob but aren’t used for change settings but for opening doors. A cell phone doesn’t have a knob on it to change settings. Television has the control panel with a knob which is used to change settings. Doorway has a knob to open and close the door but can’t be used to change settings.,knobs are used to change settings.,"Knobs are used for changing settings on different types of devices such as fans, air conditioners etc. They are not used for changing temperature in oven, changing clothes and changing music channel respectively. Weather changes with time whereas clothes don't","{'supports': 1, 'overall': 4, 'well_written': 1, 'related': 1, 'factual': 1, 'new_info': 2, 'unnecessary_info': 0, 'contrastive': 1}","{'supports': 0, 'overall': 2, 'well_written': 1, 'related': 1, 'factual': 0, 'new_info': 1, 'unnecessary_info': 1, 'contrastive': 0}","{'supports': 0, 'overall': 0, 'well_written': 2, 'related': 1, 'factual': 0, 'new_info': 0, 'unnecessary_info': 0, 'contrastive': 0}","{'supports': 2, 'overall': 4, 'well_written': 1, 'related': 1, 'factual': 1, 'new_info': 2, 'unnecessary_info': 0, 'contrastive': 1}","{'supports': 1, 'overall': 2, 'well_written': 1, 'related': 1, 'factual': 2, 'new_info': 3, 'unnecessary_info': 4, 'contrastive': 0}",0.46,0.45,0.86,0.85,-1.21,-0.9,0.378516649305113,0.874385649785188,-0.130744090092123,0.0481125224324688,
"He got tickets to go to performance of his idol, he had a lot of what for him?",admiration,Admiration means respect and warm approval. He got tickets to the performance of his idol because he had a lot admiration for him. One cannot have a lot what is given in the other options for an idol.,"he got tickets to go to performance of his idol, he had a lot of admiration for him","Adoration means feeling love, respect, etc., towards someone/something. The boy was very much excited about getting tickets from his favorite artist. So, we should select “admiration”. Fanaticism and enthusiasm don’","{'supports': 3, 'overall': 3, 'well_written': 1, 'related': 1, 'factual': 1, 'new_info': 2, 'unnecessary_info': 0, 'contrastive': 1}","{'supports': 0, 'overall': 2, 'well_written': 0, 'related': 0, 'factual': 0, 'new_info': 0, 'unnecessary_info': 1, 'contrastive': 0}","{'supports': 2, 'overall': 3, 'well_written': 1, 'related': 4, 'factual': 4, 'new_info': 1, 'unnecessary_info': 0, 'contrastive': 0}","{'supports': 1, 'overall': 4, 'well_written': 1, 'related': 1, 'factual': 1, 'new_info': 2, 'unnecessary_info': 0, 'contrastive': 1}","{'supports': 2, 'overall': 2, 'well_written': 2, 'related': 2, 'factual': 2, 'new_info': 1, 'unnecessary_info': 2, 'contrastive': 0}",0.71,0.71,0.91,0.87,-0.18,-0.07,0,0.77151674981046,0.305505046330389,0,
What is a parents primary duty?,care for children,Parents are always affectionate towards their child. Affection leads to caring. Good parenting starts with caring for your own child. Speaking freely is not a primary duty. Happiness of a child may not always be beneficial for valuable life lessons. Controlling a child sometimes has a negative outcomes. School child is an irrelevant option.,parents are responsible for their children.,"Children get their life from mothers womb. After they come out of mother’s womb, parent feed them with milk. Parents also teach their child how to talk and behave properly. They teach them about good things like love, friendship","{'supports': 2, 'overall': 3, 'well_written': 1, 'related': 1, 'factual': 1, 'new_info': 2, 'unnecessary_info': 0, 'contrastive': 1}","{'supports': 0, 'overall': 2, 'well_written': 1, 'related': 1, 'factual': 0, 'new_info': 0, 'unnecessary_info': 1, 'contrastive': 0}","{'supports': 4, 'overall': 3, 'well_written': 2, 'related': 4, 'factual': 4, 'new_info': 1, 'unnecessary_info': 0, 'contrastive': 0}","{'supports': 2, 'overall': 3, 'well_written': 1, 'related': 1, 'factual': 1, 'new_info': 1, 'unnecessary_info': 0, 'contrastive': 0}","{'supports': 1, 'overall': 2, 'well_written': 1, 'related': 2, 'factual': 2, 'new_info': 3, 'unnecessary_info': 1, 'contrastive': 0}",0.5,0.57,0.88,0.85,-0.73,-0.62,-0.0500626174321759,0.80952380952381,0.267261241912424,0.372193684159388,
What could guns do which could be illegal?,take life,Take life means killing someone which is illegal according to the law. Guns are weapons that can shoot bullets from it which can kill someone. Using guns to kill is a real crime and guns may not do other options which could be illegal.,guns can kill people.,"Guns kill people thus they are used for taking lives illegally sometimes. Gunshots may cause damage too. They also rob and steal. Hence, gunshot wounds are treated at hospitals. However none of these options describe","{'supports': 1, 'overall': 3, 'well_written': 1, 'related': 1, 'factual': 0, 'new_info': 2, 'unnecessary_info': 0, 'contrastive': 0}","{'supports': 0, 'overall': 1, 'well_written': 0, 'related': 0, 'factual': 0, 'new_info': 0, 'unnecessary_info': 1, 'contrastive': 0}","{'supports': 3, 'overall': 3, 'well_written': 2, 'related': 3, 'factual': 2, 'new_info': 1, 'unnecessary_info': 1, 'contrastive': 0}","{'supports': 2, 'overall': 3, 'well_written': 1, 'related': 1, 'factual': 1, 'new_info': 1, 'unnecessary_info': 0, 'contrastive': 1}","{'supports': 2, 'overall': 2, 'well_written': 2, 'related': 2, 'factual': 1, 'new_info': 1, 'unnecessary_info': 1, 'contrastive': 0}",0.58,0.59,0.88,0.87,-1.02,-0.23,0.123091490979333,0.603022689155527,0.444554224474387,0.53802758684897,
Where might you feel cramped in a cubicle?,work,Work is an activity involving mental or physical effort done in order to achieve a purpose of result. We might feel cramped in a cubicle at work. Cramped means uncomfortably small whereas bank are spacious and well-designed. Constructing office space means it is under construction where there cannot be a cubicle. Home office is a workspace at home and doesn’t need a cubicle. Office building is a set of offices and are not divided in cubicles.,cubicles are used for work.,"Crammed means to make something more full than usual. There may be many things inside a cube such as papers, pens etc., thus they don’t get crammed (full) if someone tries to put them all together at once. So","{'supports': 0, 'overall': 3, 'well_written': 1, 'related': 1, 'factual': 1, 'new_info': 1, 'unnecessary_info': 0, 'contrastive': 1}","{'supports': 0, 'overall': 1, 'well_written': 0, 'related': 1, 'factual': 0, 'new_info': 0, 'unnecessary_info': 1, 'contrastive': 0}","{'supports': 2, 'overall': 1, 'well_written': 1, 'related': 2, 'factual': 1, 'new_info': 0, 'unnecessary_info': 0, 'contrastive': 0}","{'supports': 2, 'overall': 3, 'well_written': 1, 'related': 1, 'factual': 1, 'new_info': 1, 'unnecessary_info': 0, 'contrastive': 1}","{'supports': 1, 'overall': 1, 'well_written': 2, 'related': 1, 'factual': 1, 'new_info': 0, 'unnecessary_info': 0, 'contrastive': 0}",0.56,0.35,0.83,0.83,-1.47,-0.94,0.12524485821703,0.400163365332521,0,0.222565953629863,
What do you do to weapons when you want to gather them?,stockpile,When you want weapons just to gather them then you are doing its stockpile. You dont gather the weapons because you want to buy them. Weapons are not gathered for the purpose of oversupply. Superabundance or plentitude is not an activity,stockpile is the only way to gather weapons.,You store weapons if they are lying around for future use otherwise they will rust away. Collect is also possible however it means collect all available ones at once while stockpiling implies storing weapons with intentions of using later on whereas collection just refers to taking,"{'supports': 0, 'overall': 4, 'well_written': 1, 'related': 1, 'factual': 1, 'new_info': 2, 'unnecessary_info': 0, 'contrastive': 1}","{'supports': 0, 'overall': 1, 'well_written': 0, 'related': 0, 'factual': 0, 'new_info': 0, 'unnecessary_info': 1, 'contrastive': 0}","{'supports': 1, 'overall': 2, 'well_written': 1, 'related': 1, 'factual': 1, 'new_info': 0, 'unnecessary_info': 0, 'contrastive': 0}","{'supports': 2, 'overall': 4, 'well_written': 1, 'related': 1, 'factual': 1, 'new_info': 2, 'unnecessary_info': 0, 'contrastive': 1}","{'supports': 2, 'overall': 3, 'well_written': 2, 'related': 1, 'factual': 1, 'new_info': 2, 'unnecessary_info': 1, 'contrastive': 0}",0.67,0.59,0.85,0.84,-1.1,-0.33,0.0629940788348712,0.571428571428572,0.250313087160879,0.372193684159388,
John wants to buy a writing instrument and paperclips. Where would be go?,office supply store,"Writing instrument and paperclipps are office material. As John wants to buy a writing instrument and paperclips so he would go to the office supply store. From desk dwrawer, a person cant buy writing instrument and paperclips. Writer's hand is not a place from where office things can be purchased. At stationery store these items might not be available. Purse is not a place from where office things can be purchased.",office supply store is the place to buy writing instruments and paperclips.,"Office Supply Store sells all sorts of things like pens, pencils etc. Pen shop is incorrect since they don’t sell other items than pen. Stationery Shop is also wrong since stationary means school stuff, this question de","{'supports': 1, 'overall': 3, 'well_written': 0, 'related': 1, 'factual': 1, 'new_info': 2, 'unnecessary_info': 0, 'contrastive': 1}","{'supports': 1, 'overall': 2, 'well_written': 1, 'related': 1, 'factual': 0, 'new_info': 1, 'unnecessary_info': 1, 'contrastive': 0}","{'supports': 1, 'overall': 1, 'well_written': 1, 'related': 1, 'factual': 1, 'new_info': 1, 'unnecessary_info': 0, 'contrastive': 0}","{'supports': 2, 'overall': 3, 'well_written': 1, 'related': 1, 'factual': 1, 'new_info': 1, 'unnecessary_info': 0, 'contrastive': 1}","{'supports': 2, 'overall': 1, 'well_written': 2, 'related': 1, 'factual': 1, 'new_info': 2, 'unnecessary_info': 2, 'contrastive': 0}",0.76,0.61,0.88,0.85,-1.32,-0.8,0.264628062012482,0.617213399848368,0.377964473009227,-0.300375704593055,
In what place could you find air that has been breathed by only a few people recently?,house,House is a building where families generally live and a family consists of a few people. So House is where one could find air freshly breathed by only a few people. There won't be any people in a cupboard and all the other options have a lot of people.,house is a place where only few people breathed air recently.,"Air breathe by only a few people recently means that the room where they breather may contain the air breathe by them previously. So, such rooms will include houses. This question is related with pollution rather than contamination.","{'supports': 1, 'overall': 4, 'well_written': 1, 'related': 1, 'factual': 1, 'new_info': 2, 'unnecessary_info': 0, 'contrastive': 1}","{'supports': 0, 'overall': 1, 'well_written': 0, 'related': 0, 'factual': 0, 'new_info': 0, 'unnecessary_info': 1, 'contrastive': 0}","{'supports': 2, 'overall': 3, 'well_written': 2, 'related': 3, 'factual': 2, 'new_info': 2, 'unnecessary_info': 0, 'contrastive': 0}","{'supports': 2, 'overall': 3, 'well_written': 1, 'related': 1, 'factual': 1, 'new_info': 1, 'unnecessary_info': 0, 'contrastive': 1}","{'supports': 3, 'overall': 3, 'well_written': 3, 'related': 4, 'factual': 3, 'new_info': 4, 'unnecessary_info': 0, 'contrastive': 0}",0.73,0.75,0.87,0.86,-0.74,-0.73,0,0.666666666666667,0.579750904364203,0.474341649025257,
What is a place that sells suntan lotion but not food or medicine?,shop,"Shop is a place. Suntan lotion can be purchased from a shop. Food or medicines are not available at any shop. At mini mall, food is also available. Suntan lotion is not available at grocery store. At pharmacy or drugstore, medicines are available",shop is a place that sells suntan lotion but not food or medicine,"Suntan lotions are sold at shops. Shop means any kind of store where things like clothes, groceries etc are available for sale. Sun tan lotions aren’t found anywhere else except for shops. No other places","{'supports': 1, 'overall': 1, 'well_written': 0, 'related': 1, 'factual': 0, 'new_info': 0, 'unnecessary_info': 0, 'contrastive': 1}","{'supports': 0, 'overall': 2, 'well_written': 1, 'related': 0, 'factual': 0, 'new_info': 0, 'unnecessary_info': 1, 'contrastive': 0}","{'supports': 3, 'overall': 3, 'well_written': 2, 'related': 3, 'factual': 2, 'new_info': 1, 'unnecessary_info': 0, 'contrastive': 0}","{'supports': 2, 'overall': 3, 'well_written': 1, 'related': 1, 'factual': 1, 'new_info': 1, 'unnecessary_info': 0, 'contrastive': 0}","{'supports': 2, 'overall': 2, 'well_written': 1, 'related': 1, 'factual': 2, 'new_info': 1, 'unnecessary_info': 0, 'contrastive': 0}",0.88,0.87,0.88,0.87,-0.49,-0.23,-0.121267812518166,0.327326835353989,0.469157431628418,0.163663417676994,
"When a kid is ready for school, what do admissions counselors say about him?",old enough,"All schools have an age condition for kids to join them in their schools, so the admissions counselors say that the kid is old enough when they are ready for school. A student is someone who already goes to school and going to school doesn't mean leaving home. Registration is not something about a kid and kids don't go see work.","when a kid is ready for school, what do admissions counselors say about him old enough","Admissions Councelor says ""The student seems like an excellent candidate."" Older students get admitted more often than younger ones. Therefore, kids should wait till they reach at least 18 years before applying to college/university.","{'supports': 4, 'overall': 3, 'well_written': 1, 'related': 1, 'factual': 1, 'new_info': 1, 'unnecessary_info': 0, 'contrastive': 1}","{'supports': 0, 'overall': 1, 'well_written': 0, 'related': 0, 'factual': 0, 'new_info': 0, 'unnecessary_info': 1, 'contrastive': 0}","{'supports': 1, 'overall': 1, 'well_written': 1, 'related': 2, 'factual': 1, 'new_info': 1, 'unnecessary_info': 1, 'contrastive': 2}","{'supports': 1, 'overall': 4, 'well_written': 1, 'related': 1, 'factual': 1, 'new_info': 2, 'unnecessary_info': 0, 'contrastive': 0}","{'supports': 2, 'overall': 3, 'well_written': 3, 'related': 2, 'factual': 2, 'new_info': 1, 'unnecessary_info': 0, 'contrastive': 0}",0.66,0.66,0.87,0.85,-0.86,-0.34,-0.136082763487954,0.51434449987364,-0.136082763487954,0.491473187182991,
What does a robot need to be able to be working?,energy,"Energy is required in working. A robot need energy to be able to be working. Energh is not any word. Robot dont do the job. As robot is a machine so it does not require concentration while working. While working, compensation is not needed to be done.",energy is needed to be able to be working,"Robots don't require any special tools such as screwdrivers or hammers. They work with electricity or batteries, they also use sensors like cameras, microphones, etc., for detecting objects. This","{'supports': 3, 'overall': 2, 'well_written': 0, 'related': 1, 'factual': 1, 'new_info': 1, 'unnecessary_info': 0, 'contrastive': 1}","{'supports': 0, 'overall': 1, 'well_written': 0, 'related': 0, 'factual': 0, 'new_info': 0, 'unnecessary_info': 1, 'contrastive': 0}","{'supports': 1, 'overall': 2, 'well_written': 1, 'related': 2, 'factual': 2, 'new_info': 0, 'unnecessary_info': 0, 'contrastive': 0}","{'supports': 1, 'overall': 3, 'well_written': 1, 'related': 1, 'factual': 0, 'new_info': 1, 'unnecessary_info': 1, 'contrastive': 0}","{'supports': 2, 'overall': 2, 'well_written': 1, 'related': 3, 'factual': 2, 'new_info': 3, 'unnecessary_info': 0, 'contrastive': 0}",0.68,0.47,0.88,0.85,-0.63,-0.65,-0.0629940788348712,0.158776837207489,0.285714285714286,0.318511028635303,
What would use a classical stringed instrument?,string quartet,String quartet would use a classical stringed instrument. Rock band or music store dont use a classical stringed instrument. A classical stringed instrument is not used at barbershop or concert.,string quartets are used for concerts.,"String quartets often play Baroque music like Vivaldi and Bach. They also play contemporary works written for them, especially from living composers. Many musicians prefer playing with other strings than piano due to more resonance provided by violins","{'supports': 2, 'overall': 2, 'well_written': 1, 'related': 1, 'factual': 1, 'new_info': 0, 'unnecessary_info': 0, 'contrastive': 1}","{'supports': 0, 'overall': 2, 'well_written': 1, 'related': 1, 'factual': 0, 'new_info': 0, 'unnecessary_info': 1, 'contrastive': 0}","{'supports': 1, 'overall': 2, 'well_written': 1, 'related': 1, 'factual': 1, 'new_info': 0, 'unnecessary_info': 0, 'contrastive': 0}","{'supports': 1, 'overall': 3, 'well_written': 1, 'related': 1, 'factual': 1, 'new_info': 1, 'unnecessary_info': 0, 'contrastive': 0}","{'supports': 2, 'overall': 2, 'well_written': 2, 'related': 2, 'factual': 2, 'new_info': 2, 'unnecessary_info': 1, 'contrastive': 0}",0.79,0.72,0.89,0.85,-0.96,-0.41,0.153896752812773,0.54232614454664,0.769483764063865,0.310086836473021,
"The laser light hurt his eyes, how would he describe it?",forceful,Forceful means strong and assertive, vigorous and powerful. The laser light hurt his eyes, he would describe it forceful. Darkness is absence of light andthe laser light was hurting his eyes means there was light and not darkness. Cumbersome is unwieldy and it is all about how he would describe the hurting laser light which is not bulky. Crucial is critical whereas the laser light hurting the eyes can’t be crucial. The laser light was hurting his eyes means it wasn’t cool for him.,"{'supports': 1, 'overall': 1, 'well_written': 0, 'related': 1, 'factual': 0, 'new_info': 0, 'unnecessary_info': 0, 'contrastive': 1}","{'supports': 1, 'overall': 2, 'well_written': 1, 'related': 1, 'factual': 0, 'new_info': 1, 'unnecessary_info': 1, 'contrastive': 0}","{'supports': 0, 'overall': 3, 'well_written': 0, 'related': 1, 'factual': 1, 'new_info': 2, 'unnecessary_info': 0, 'contrastive': 1}","{'supports': 0, 'overall': 1, 'well_written': 0, 'related': 0, 'factual': 0, 'new_info': 0, 'unnecessary_info': 1, 'contrastive': 0}","{'supports': 1, 'overall': 1, 'well_written': 1, 'related': 1, 'factual': 1, 'new_info': 0, 'unnecessary_info': 0, 'contrastive': 0}",0.77,0.32,0.62,0.57,0.81,0.82,0.18190171877725,0,0.21320071635561,0.258198889747161,
What is the largest state with a coast in the US?,california,California is the 3rd largest state in terms of area which also contains coastal line. New York and Florida are smaller states in comparison to California in teams of area and other options are not states,california is the largest state with a coast in the us,California has the biggest landmass among all states and is also situated at the Pacific Ocean. Hawaii is located within the ocean whereas Texas is the second-largest state without a direct connection to any sea/ocean. Florida borders two seas,"{'supports': 2, 'overall': 3, 'well_written': 0, 'related': 1, 'factual': 1, 'new_info': 2, 'unnecessary_info': 0, 'contrastive': 1}","{'supports': 1, 'overall': 2, 'well_written': 0, 'related': 1, 'factual': 0, 'new_info': 1, 'unnecessary_info': 1, 'contrastive': 0}","{'supports': 4, 'overall': 3, 'well_written': 1, 'related': 4, 'factual': 4, 'new_info': 0, 'unnecessary_info': 0, 'contrastive': 0}","{'supports': 1, 'overall': 3, 'well_written': 1, 'related': 1, 'factual': 1, 'new_info': 2, 'unnecessary_info': 0, 'contrastive': 0}","{'supports': 3, 'overall': 2, 'well_written': 1, 'related': 3, 'factual': 3, 'new_info': 4, 'unnecessary_info': 4, 'contrastive': 0}",0.79,0.78,0.85,0.86,-0.88,-0.22,0.574037847881928,0.682523632789935,0.177821689789755,0,
Sam left his muddy shoes in the entryway.  Where might he be?,house,"At house's entryway, shoes are left. Sam left his muddy shoes in the entryway of house. There is no entryway in a garden. Someone might not left their muddy shoes in entryway of office building or school or department store.",a house is a place where a person would leave their shoes.,Entry way is the entrance point for guests and visitors whereas living room is a place where people relax after coming from outside (work). Living Room may also mean sitting area inside the home. Hall means corridor/hallway between rooms,"{'supports': 2, 'overall': 4, 'well_written': 1, 'related': 1, 'factual': 1, 'new_info': 2, 'unnecessary_info': 0, 'contrastive': 1}","{'supports': 4, 'overall': 4, 'well_written': 1, 'related': 1, 'factual': 1, 'new_info': 1, 'unnecessary_info': 0, 'contrastive': 1}","{'supports': 0, 'overall': 1, 'well_written': 0, 'related': 0, 'factual': 0, 'new_info': 0, 'unnecessary_info': 1, 'contrastive': 0}","{'supports': 3, 'overall': 2, 'well_written': 1, 'related': 2, 'factual': 1, 'new_info': 1, 'unnecessary_info': 0, 'contrastive': 0}","{'supports': 2, 'overall': 3, 'well_written': 1, 'related': 1, 'factual': 1, 'new_info': 1, 'unnecessary_info': 0, 'contrastive': 1}",0.64,0.63,0.38,0.87,0.85,-1.18,0.846809798439941,0.591520481751277,0,0.874385649785188,
"When a person is convicted of committing murder, what happend to them?",incarceration,"Is person commits murder, he has to undergo court sessions and when convicted, one has to undergo incarciration. Going to jail and undergoing proceeding is the pre-event of the conviction of the offence like murder. Imprisonment can also be unlawful to restrain someone's freedom and sadness is not the feeling which depends on conviction of muder.",incarceration is the punishment for committing murder.,Incarcerate means imprisonment. Conviction refers to criminal charges for killing another human being whereas sentence referrs to punishment given after someone gets convictions. Hence this question asks about the effect of getting charged with murder. Sentence,"{'supports': 4, 'overall': 2, 'well_written': 0, 'related': 1, 'factual': 1, 'new_info': 1, 'unnecessary_info': 0, 'contrastive': 1}","{'supports': 0, 'overall': 2, 'well_written': 1, 'related': 1, 'factual': 0, 'new_info': 0, 'unnecessary_info': 1, 'contrastive': 0}","{'supports': 2, 'overall': 2, 'well_written': 2, 'related': 1, 'factual': 1, 'new_info': 2, 'unnecessary_info': 1, 'contrastive': 0}","{'supports': 2, 'overall': 3, 'well_written': 1, 'related': 1, 'factual': 1, 'new_info': 1, 'unnecessary_info': 0, 'contrastive': 0}","{'supports': 2, 'overall': 2, 'well_written': 1, 'related': 2, 'factual': 2, 'new_info': 2, 'unnecessary_info': 2, 'contrastive': 0}",0.61,0.58,0.85,0.85,-0.8,-0.49,-0.200250469728704,0.619047619047619,0.250313087160879,0.302613766334401,
What do drugs do?,cause accidents,"Drugs changes your state mind and you may feel confusion, hallucination or aggression and Changed state of mind cause accident if you are driving after taking drugs. Damage happens to organs if you take for long time. Drugs may not cloud your mind if dosage is low.Drugs may not lower your i.q. permannently.Drugs dont cause illness immediately.",drugs cause accidents.,"Drugs are illegal substances that alter human consciousness. They may cause addiction, violence and even death. In this question they say that drugs ""do"" something. This means that if we choose another answer like ""are"", then our","{'supports': 1, 'overall': 2, 'well_written': 0, 'related': 1, 'factual': 1, 'new_info': 2, 'unnecessary_info': 0, 'contrastive': 1}","{'supports': 0, 'overall': 1, 'well_written': 0, 'related': 0, 'factual': 0, 'new_info': 0, 'unnecessary_info': 1, 'contrastive': 0}","{'supports': 1, 'overall': 1, 'well_written': 1, 'related': 1, 'factual': 1, 'new_info': 1, 'unnecessary_info': 0, 'contrastive': 0}","{'supports': 1, 'overall': 3, 'well_written': 1, 'related': 1, 'factual': 1, 'new_info': 1, 'unnecessary_info': 0, 'contrastive': 1}","{'supports': 2, 'overall': 2, 'well_written': 1, 'related': 2, 'factual': 2, 'new_info': 2, 'unnecessary_info': 1, 'contrastive': 0}",0.67,0.52,0.86,0.84,-1.28,-0.64,0,0.682191040240647,0.387298334620742,0.54232614454664,
